"id","name","address","local","city","state","zip","lat","lng","phone","description"
"951","Aql Dog & Cat Clinic","3939 Amboy Rd","Staten Island, NY 10308","Staten Island",,"10308","40.553407","-74.150326","(718) 227-0792","102. Aql Dog & Cat ClinicVeterinariansVeterinary Clinics & Hospitals28YEARSIN BUSINESSAmenities:Wheelchair accessible"
"950","Piscataway Veterinary Center","1618 Stelton Rd","Piscataway, NJ 08854","Piscataway",,"08854","40.552711","-74.458211","(732) 572-1777","101. Piscataway Veterinary CenterVeterinariansWebsite94YEARSIN BUSINESS"
"949","J Spinazzola DVM","257 Oak St","South Amboy, NJ 08879","South Amboy",,"08879","40.463991","-74.275843","(732) 727-7739","100. J Spinazzola DVMVeterinarians"
"948","TLC Pet Doctor","1326 Stuyvesant Avenue","Union, NJ 07083","Union",,"07083","40.691867","-74.269598","(908) 378-9272","99. TLC Pet DoctorVeterinariansVeterans & Military OrganizationsCommunity Organizations(2)BBB Rating: A+WebsiteDirectionsMore Info30YEARSIN BUSINESS4YEARS WITH"
"947","Scotch Plains Animal Hospital","1919 Us Highway 22","Scotch Plains, NJ 07076","Scotch Plains",,"07076","40.619819","-74.375205","(908) 322-5515","97. Scotch Plains Animal HospitalVeterinariansVeterinarian Emergency ServicesVeterinary Clinics & Hospitals39YEARSIN BUSINESS"
"946","Fanwood Animal Hospital","70 South Ave","Fanwood, NJ 07023","Fanwood",,"07023","40.641449","-74.382226","(908) 322-7500","96. Fanwood Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Labs(1)BBB Rating: A+Website57YEARSIN BUSINESS"
"945","Westfield Veterinary Group","562 Springfield Ave","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 232-1048","95. Westfield Veterinary GroupVeterinariansVeterinary Clinics & HospitalsVeterinary Labs(2)BBB Rating: A+Website79YEARSIN BUSINESS"
"944","Moises Villadelgado DVM","1050 Forest Ave","Staten Island, NY 10310","Staten Island",,"10310","40.630863","-74.117886","(718) 442-4377","94. Moises Villadelgado DVMVeterinariansVeterinary Clinics & Hospitals(1)"
"943","Victory Veterinary Practice","4316 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(929) 352-7963","93. Victory Veterinary PracticeVeterinariansVeterinary Clinics & HospitalsVeterinary Information & Referral ServicesDirectionsMore Info34YEARSIN BUSINESS6YEARS WITH"
"942","Chiosi Joseph R DVM","1400 Main St","Sayreville, NJ 08872","Sayreville",,"08872","40.462576","-74.345502","(732) 727-1303","91. Chiosi Joseph R DVMVeterinariansVeterinary Specialty Services23YEARSIN BUSINESS"
"941","Raritan Animal Hospital","1850 State Route 27","Edison, NJ 08817","Edison",,"08817","40.51467","-74.395296","(732) 985-0278","90. Raritan Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesBBB Rating: A+Website60YEARSIN BUSINESSAmenities:Wheelchair accessible"
"940","Sayrebrook Veterinary Hospital PA","1400 Main St","Sayreville, NJ 08872","Sayreville",,"08872","40.462576","-74.345502","(732) 727-1303","89. Sayrebrook Veterinary Hospital PAVeterinariansVeterinary Clinics & HospitalsBBB Rating: A+Website42YEARSIN BUSINESS"
"939","Union Animal Hospital","1067 Commerce Ave","Union, NJ 07083","Union",,"07083","40.691867","-74.269598","(908) 378-5188","88. Union Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services(3)Website"
"938","DR Joseph Augello","4364 Amboy Rd","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 967-2495","87. DR Joseph AugelloVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesWebsite"
"937","Staten Island Veterinary Group","3875 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(718) 370-0390","86. Staten Island Veterinary GroupVeterinariansVeterinary Specialty ServicesVeterinary Clinics & HospitalsBBB Rating: AWebsite38YEARSIN BUSINESS"
"936","Richmond Valley Veterinary","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","85. Richmond Valley VeterinaryVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesWebsite10YEARSIN BUSINESS"
"935","Amboy Avenue Animal Hospital","159 Amboy Ave","Metuchen, NJ 08840","Metuchen",,"08840","40.54235","-74.356832","(732) 549-5300","84. Amboy Avenue Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet ServicesBBB Rating: A+53YEARSIN BUSINESS"
"934","Annadale Veterinary Clinic","889 Annadale Rd","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 984-4440","83. Annadale Veterinary ClinicVeterinariansVeterinary Clinics & HospitalsWebsite47YEARSIN BUSINESSAmenities:Wheelchair accessible"
"932","John Maccia DVM","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","81. John Maccia DVMVeterinarians"
"933","Tara Purcell DVM","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","82. Tara Purcell DVMVeterinarians"
"931","Esposito Lisa A","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","80. Esposito Lisa AVeterinariansVeterinary Specialty Services(1)Website50YEARSIN BUSINESS"
"930","Ronald A Swist DVM","357 S Ave E","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 233-6030","79. Ronald A Swist DVMVeterinariansVeterinary Clinics & Hospitals22YEARSIN BUSINESS"
"929","Christopher J Powell DVM","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","78. Christopher J Powell DVMVeterinariansVeterinary Clinics & Hospitals"
"928","Cranford Animal Hospital","1 Springfield Ave","Cranford, NJ 07016","Cranford",,"07016","40.654829","-74.305974","(908) 272-5000","77. Cranford Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services(2)Website39YEARSIN BUSINESS"
"926","Isabel Perez DVM","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","75. Isabel Perez DVMVeterinarians"
"927","Terri Morrison DVM","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","76. Terri Morrison DVMVeterinarians"
"925","Metuchen Veterinary Hospital","69 Pearl St","Metuchen, NJ 08840","Metuchen",,"08840","40.54235","-74.356832","(732) 548-1991","74. Metuchen Veterinary HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesBBB Rating: A+Website73YEARSIN BUSINESS"
"924","Scott Linick DVM","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","73. Scott Linick DVMVeterinarians27YEARSIN BUSINESS"
"923","Tucker Eileen Dvm","151 E 2nd Ave","Roselle, NJ 07203","Roselle",,"07203","40.650599","-74.260873","(908) 245-7853","71. Tucker Eileen DvmVeterinariansWebsite37YEARSIN BUSINESS"
"922","Joseph Augello DR","4634 Amboy Rd","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(347) 682-4956","70. Joseph Augello DRVeterinariansVeterinary Clinics & HospitalsWebsite"
"921","Malihan Adelaida","3135 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(718) 982-1640","69. Malihan AdelaidaVeterinariansVeterinary Clinics & Hospitals"
"920","Greater Staten Island Veterinary Services","3135 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(917) 830-1380","68. Greater Staten Island Veterinary ServicesVeterinariansVeterinary Clinics & HospitalsWebsite29YEARSIN BUSINESS"
"919","Gregory H Peterson Vmd","230 Chestnut St","Roselle Park, NJ 07204","Roselle Park",,"07204","40.66336","-74.269618","(908) 241-9005","67. Gregory H Peterson VmdVeterinariansVeterinary Clinics & Hospitals"
"918","Pleasant Plains Animal Hospital South","5525 Amboy Rd # 3900","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 227-8387","66. Pleasant Plains Animal Hospital SouthVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesWebsite12YEARSIN BUSINESS"
"916","Anthony Loomis","357 South Ave E","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 233-6030","64. Anthony LoomisVeterinariansPet Services"
"917","Katherine Heller","357 South Ave E","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 233-6030","65. Katherine HellerVeterinariansPet Services"
"915","Margaret Jablecki","357 South Ave E","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 233-6030","63. Margaret JableckiVeterinariansPet Services"
"914","House Calls For Pets Veterinary Care","1470 Martine Ave","Scotch Plains, NJ 07076","Scotch Plains",,"07076","40.619819","-74.375205","(908) 322-2649","60. House Calls For Pets Veterinary CareVeterinarians40YEARSIN BUSINESS"
"913","Astarbi In-Home Vetry Care","255 Vineland Ave","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 356-3010","59. Astarbi In-Home Vetry CareVeterinariansWebsite"
"911","Paul W Kinnear DVM","4915 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 948-3331","57. Paul W Kinnear DVMVeterinarians"
"912","Astarbi Peter DVM","158 Russek Dr","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 356-3010","58. Astarbi Peter DVMVeterinariansPet ServicesVeterinary Specialty ServicesWebsiteServices"
"910","Gleeman M","312 Roger Ave","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 232-4460","56. Gleeman MVeterinarians"
"909","All Saints Animal Hospital","645 Rossville Ave","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 967-1382","55. All Saints Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesWebsite"
"908","Clinic at Country Estate","4838 Arthur Kill Rd","Staten Island, NY 10309","Staten Island",,"10309","40.530762","-74.213351","(718) 356-0600","54. Clinic at Country EstateVeterinariansVeterinary Clinics & HospitalsPet Boarding & Kennels"
"907","Vicki Shekk","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","53. Vicki ShekkVeterinariansPet Services"
"906","Lori Boyce","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","52. Lori BoyceVeterinariansPet Services"
"905","Caitlyn Sun","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","51. Caitlyn SunVeterinariansPet Services"
"904","Sachina Lyons-Brown","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","50. Sachina Lyons-BrownVeterinariansPet Services"
"902","Phiro Animal Health Corp","3003 Woodbridge Ave","Edison, NJ 08837","Edison",,"08837","40.505704","-74.354187","(732) 744-1019","48. Phiro Animal Health CorpVeterinariansVeterinary Specialty ServicesPet Stores10YEARSIN BUSINESS"
"903","Plainfield Animal Hospital","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(908) 755-2428","49. Plainfield Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet ServicesWebsite71YEARSIN BUSINESS"
"901","Oak Tree Animal Clinic","904 Oak Tree Ave Ste D","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(732) 548-4411","47. Oak Tree Animal ClinicVeterinariansVeterinary Clinics & HospitalsWebsite"
"900","Perth Amboy Animal Hospital","276 High St","Perth Amboy, NJ 08861","Perth Amboy",,"08861","40.519012","-74.27612","(732) 638-5499","46. Perth Amboy Animal HospitalVeterinariansVeterinary Clinics & Hospitals(1)Website"
"899","Malihan Animal Clinic","3135 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(718) 982-1640","45. Malihan Animal ClinicVeterinarians38YEARSIN BUSINESS"
"898","Park Veterinary Group","230 Chestnut St","Roselle Park, NJ 07204","Roselle Park",,"07204","40.66336","-74.269618","(908) 241-9005","44. Park Veterinary GroupVeterinariansVeterinary Clinics & Hospitals(4)Website"
"897","Anthony Loomis, DVM - Plainfield Animal Hospital","2215 Park Ave","South Plainfield, NJ 07080","South Plainfield",,"07080","40.580308","-74.413829","(973) 227-7789","43. Anthony Loomis, DVM - Plainfield Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet Services(3)Website71YEARSIN BUSINESS"
"896","Elizabeth Veterinary Clinic","151 E 2nd Ave","Roselle, NJ 07203","Roselle",,"07203","40.650599","-74.260873","(908) 245-7853","42. Elizabeth Veterinary ClinicVeterinariansVeterinary Clinics & HospitalsAnimal Health ProductsBBB Rating: A+Website38YEARSIN BUSINESS"
"895","Westfield Animal Hospital","357 South Ave E","Westfield, NJ 07090","Westfield",,"07090","40.646334","-74.345624","(908) 233-6030","41. Westfield Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet ServicesWebsite62YEARSIN BUSINESS"
"893","Alan Rubenstein DVM","4316 Victory Blvd","Staten Island, NY 10314","Staten Island",,"10314","40.606393","-74.152402","(718) 983-1811","39. Alan Rubenstein DVMVeterinariansWebsite"
"894","St Francis Animal Hospital of Staten Island","4364 Amboy Rd","Staten Island, NY 10312","Staten Island",,"10312","40.542579","-74.178991","(718) 967-2495","40. St Francis Animal Hospital of Staten IslandVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services(2)Website19YEARSIN BUSINESS"
"892","Lexington Animal Hospital Inc","1091 Raritan Rd","Clark, NJ 07066","Clark",,"07066","40.623271","-74.311429","(732) 381-3700","38. Lexington Animal Hospital IncVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty ServicesWebsite46YEARSIN BUSINESS"
"891","Adriana Hordynsky","725 N Wood Ave","Linden, NJ 07036","Linden",,"07036","40.626776","-74.227922","(908) 925-0431","37. Adriana HordynskyVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services"
"890","Barry K Orange DVM","1091 Raritan Rd","Clark, NJ 07066","Clark",,"07066","40.623271","-74.311429","(732) 381-3700","35. Barry K Orange DVMVeterinariansVeterinary Clinics & Hospitals53YEARSIN BUSINESS"
"889","DR Felicia Langel Vmd","1091 Raritan Rd","Clark, NJ 07066","Clark",,"07066","40.623271","-74.311429","(732) 381-3700","34. DR Felicia Langel VmdVeterinarians"
"888","The Animal Hospital of Linden","10 N Wood Ave Ste D","Linden, NJ 07036","Linden",,"07036","40.626776","-74.227922","(908) 925-0431","33. The Animal Hospital of LindenVeterinariansWebsite"
"887","Hopelawn Animal Clinic","297 New Brunswick Ave Ste D","Fords, NJ 08863","Fords",,"08863","40.53661","-74.315728","(732) 738-1338","32. Hopelawn Animal ClinicVeterinariansVeterinary Clinics & HospitalsWebsite94YEARSIN BUSINESS"
"886","Amity Animal Hospital","36 Armstrong Dr","Clark, NJ 07066","Clark",,"07066","40.623271","-74.311429","(973) 759-4304","31. Amity Animal HospitalVeterinariansVeterinarian Emergency Services12YEARSIN BUSINESS"
"885","Anant V Joshi DVM","1075 Westfield Ave","Rahway, NJ 07065","Rahway",,"07065","40.6095","-74.280683","(732) 388-3379","30. Anant V Joshi DVMVeterinariansVeterinary Clinics & HospitalsWebsite"
"884","Clark Animal Hospital - Anant V Joshi DVM","1075 Westfield Ave","Rahway, NJ 07065","Rahway",,"07065","40.6095","-74.280683","(732) 388-3379","28. Clark Animal Hospital - Anant V Joshi DVMVeterinariansPet ServicesVeterinary Clinics & Hospitals(3)BBB Rating: A+WebsiteDirectionsMore Info73YEARSIN BUSINESS6YEARS WITH"
"883","G N Roy DVM","175 W Grand Ave","Rahway, NJ 07065","Rahway",,"07065","40.6095","-74.280683","(732) 381-2740","27. G N Roy DVMVeterinarians22YEARSIN BUSINESSAmenities:Wheelchair accessible"
"882","Cindy Ziemba DVM","424 Amboy Ave","Woodbridge, NJ 07095","Woodbridge",,"07095","40.558215","-74.287244","(732) 636-5520","26. Cindy Ziemba DVMVeterinarians13YEARSIN BUSINESS"
"881","Steve Lewis DVM","450 State Route 27","Iselin, NJ 08830","Iselin",,"08830","40.571397","-74.314012","(732) 283-2110","25. Steve Lewis DVMVeterinarians"
"880","IRA Niedweske DVM","450 State Route 27","Iselin, NJ 08830","Iselin",,"08830","40.571397","-74.314012","(732) 283-2110","24. IRA Niedweske DVMVeterinarians"
"879","Emergency Service","643 State Route 27","Iselin, NJ 08830","Iselin",,"08830","40.571397","-74.314012","(732) 283-3535","23. Emergency ServiceVeterinarians22YEARSIN BUSINESS"
"877","IRA S Niedweske DVM","165 Main St","Woodbridge, NJ 07095","Woodbridge",,"07095","40.558215","-74.287244","(732) 636-5520","20. IRA S Niedweske DVMVeterinarians"
"878","Ruth L Saflarske DVM","165 Main St","Woodbridge, NJ 07095","Woodbridge",,"07095","40.558215","-74.287244","(732) 636-5520","21. Ruth L Saflarske DVMVeterinarians"
"876","Barry M Adler DVM","165 Main St","Woodbridge, NJ 07095","Woodbridge",,"07095","40.558215","-74.287244","(732) 636-5520","19. Barry M Adler DVMVeterinarians22YEARSIN BUSINESS"
"875","Garden State Veterinary Services","643 State Route 27","Iselin, NJ 08830","Iselin",,"08830","40.571397","-74.314012","(732) 283-3535","18. Garden State Veterinary ServicesVeterinariansVeterinarian Emergency ServicesVeterinary Clinics & Hospitals(3)Website11YEARSIN BUSINESS"
"874","Rahway Animal Hospital","175 W Grand Ave","Rahway, NJ 07065","Rahway",,"07065","40.6095","-74.280683","(732) 381-2700","17. Rahway Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet Grooming(11)BBB Rating: A+Website39YEARSIN BUSINESS"
"873","VCA Iselin Animal Hospital","450 State Route 27","Iselin, NJ 08830","Iselin",,"08830","40.571397","-74.314012","(732) 482-1747","16. VCA Iselin Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet GroomingWebsite45YEARSIN BUSINESS"
"872","The Dentists of Woodbridge","424 Amboy Ave","Woodbridge, NJ 07095","Woodbridge",,"07095","40.558215","-74.287244","(732) 636-5520","15. The Dentists of WoodbridgeVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services(5)Website30YEARSIN BUSINESSAmenities:Wheelchair accessible"
"870","Debra White DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","11. Debra White DVMVeterinarians"
"871","St Georges Veterinary Hospital","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","12. St Georges Veterinary HospitalVeterinariansVeterinary Clinics & HospitalsPet Boarding & KennelsWebsite16YEARSIN BUSINESS"
"869","Sheila E Lounsberry DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","10. Sheila E Lounsberry DVMVeterinariansWebsite"
"867","Macom Lisa A Vmd","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","8. Macom Lisa A VmdVeterinarians13YEARSIN BUSINESS"
"868","Miriam P Samet DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","9. Miriam P Samet DVMVeterinariansWebsite27YEARSIN BUSINESS"
"866","Joel R Friedman DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","7. Joel R Friedman DVMVeterinariansVeterinary Clinics & Hospitals"
"865","Neil I Bloom DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","6. Neil I Bloom DVMVeterinariansVeterinary Clinics & Hospitals"
"864","Maryellen Voigt DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","5. Maryellen Voigt DVMVeterinariansVeterinary Clinics & Hospitals"
"863","Jamie Ayres DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","4. Jamie Ayres DVMVeterinariansVeterinary Clinics & HospitalsWebsite44YEARSIN BUSINESS"
"862","Samanatha L Sack DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","3. Samanatha L Sack DVMVeterinarians"
"860","Mindy R Feldman DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","1. Mindy R Feldman DVMVeterinarians"
"861","Figueroa Alexandra Castellanos DVM","10 Remsen Ave","Avenel, NJ 07001","Avenel",,"07001","40.577272","-74.276173","(732) 634-5242","2. Figueroa Alexandra Castellanos DVMVeterinarians"
"859","Dr Peter Astarbi DVM",,,,,,NULL,NULL,,"Dr Peter Astarbi DVMVeterinariansVeterinarian Emergency ServicesVeterinary Clinics & Hospitals(1)WebsiteMore Info"
"858","All Island Veterinary Care, PLLC","149 Ocean Ave","Center Moriches, NY 11934","Center Moriches",,"11934","40.800258","-72.796529","(631) 680-0330","148. All Island Veterinary Care, PLLCVeterinariansPet Specialty ServicesVeterinary Specialty Services9YEARSIN BUSINESS"
"857","Veterinary Emergency Group","6240 Jericho Tpke","Commack, NY 11725","Commack",,"11725","40.837825","-73.281154","(631) 462-6044","147. Veterinary Emergency GroupVeterinariansWebsite"
"856","Sunrise Veterinary Clinic","7 Cherokee Dr","Bay Shore, NY 11706","Bay Shore",,"11706","40.733264","-73.257719","(810) 637-1296","146. Sunrise Veterinary ClinicVeterinarians"
"855","Dominic Gucciardo DVM","135 Middle Country Rd","Ridge, NY 11961","Ridge",,"11961","40.905116","-72.878039","(631) 924-7700","144. Dominic Gucciardo DVMVeterinariansVeterinary Clinics & Hospitals"
"854","David L Jordan DVM","2143 Union Blvd","Bay Shore, NY 11706","Bay Shore",,"11706","40.733264","-73.257719","(631) 666-0350","143. David L Jordan DVMVeterinariansVeterinary Clinics & Hospitals"
"853","Twins Veterinary Hospital","50 W Main St","Bay Shore, NY 11706","Bay Shore",,"11706","40.733264","-73.257719","(631) 968-8387","142. Twins Veterinary HospitalVeterinariansPet ServicesVeterinary Clinics & Hospitals(1)Website12YEARSIN BUSINESS"
"852","Commack Animal Hospital","3095 Jericho Tpke","East Northport, NY 11731","East Northport",,"11731","40.864288","-73.317866","(631) 855-0917","141. Commack Animal HospitalVeterinariansVeterinary Clinics & HospitalsPet Grooming(1)Website"
"851","Integrative Veterinary Therapies","135 Middle Country Rd","Ridge, NY 11961","Ridge",,"11961","40.905116","-72.878039","(631) 924-7700","140. Integrative Veterinary TherapiesVeterinariansVeterinary Clinics & HospitalsAnimal Health Products(1)BBB Rating: AWebsite7YEARSIN BUSINESSAmenities:Wheelchair accessible"
"850","Deer Park Animal Hospital","1916 Deer Park Ave","Deer Park, NY 11729","Deer Park",,"11729","40.759058","-73.325501","(631) 667-4004","139. Deer Park Animal HospitalVeterinariansVeterinary Clinics & HospitalsVeterinarian Emergency ServicesWebsite53YEARSIN BUSINESS"
"849","East Northport Animal Hospital","285 Larkfield Rd","East Northport, NY 11731","East Northport",,"11731","40.864288","-73.317866","(631) 757-2716","138. East Northport Animal HospitalVeterinariansVeterinary Clinics & HospitalsWebsite53YEARSIN BUSINESS"
"848","Bay Shore Brightwaters","2143 Union Blvd","Bay Shore, NY 11706","Bay Shore",,"11706","40.733264","-73.257719","(631) 666-0350","137. Bay Shore BrightwatersVeterinariansVeterinary Specialty ServicesVeterinary Clinics & Hospitals(1)30YEARSIN BUSINESS"
"847","Lisa Rini DVM","1026 Fort Salonga Rd","Northport, NY 11768","Northport",,"11768","40.90285","-73.327419","(631) 754-4927","136. Lisa Rini DVMVeterinariansVeterinary Clinics & HospitalsVeterinary Specialty Services"
"846","Veterinary Medical Center of Long Island","75 Sunrise Hwy","West Islip, NY 11795","West Islip",,"11795","40.709304","-73.299311","(631) 587-0800","135. Veterinary Medical Center of Long IslandVeterinariansVeterinary Specialty ServicesVeterinary Clinics & HospitalsWebsiteDirections19YEARSIN BUSINESS10YEARS WITH"
